PDB_ID,THSA,RHSA,LHP
3idw-A,746.0,0.17201,232.0
3ie4-B,1713.0,0.29257,894.0
3ie7-A,2949.0,0.2021,0.0
3iee-A,3567.0,0.25566,0.0
3iek-A,3676.0,0.20913,0.0
3iey-B,2524.0,0.27301,1051.0
3iez-A,1874.0,0.32814,1021.0
3if4-B,3323.0,0.38178,1552.0
3ife-A,3931.0,0.20641,1345.0
3ifr-B,5413.0,0.27563,0.0
3ifu-A,2525.0,0.26568,842.0
3ig2-B,3445.0,0.31487,0.0
3ig5-A,5326.0,0.21372,0.0
3ig9-D,1395.0,0.28598,623.0
3igf-A,5053.0,0.28728,0.0
3igh-X,4205.0,0.20257,794.0
3igm-B,1880.0,0.31517,1046.0
3igq-E,3001.0,0.29625,0.0
3igr-A,2723.0,0.26714,0.0
3igs-B,3590.0,0.31106,0.0
3ih6-E,2509.0,0.26869,0.0
3ihm-B,3918.0,0.23659,0.0
3iht-B,2161.0,0.24523,0.0
3ihv-B,4729.0,0.22197,0.0
3ii2-A,2276.0,0.26242,832.0
3iib-A,3268.0,0.18824,455.0
3iii-A,3857.0,0.18325,0.0
3iis-M,3743.0,0.38303,0.0
3ij6-D,3488.0,0.25812,1641.0
3ijd-B,3681.0,0.27094,0.0
3ijl-A,3484.0,0.25005,723.0
3ijm-A,2444.0,0.29671,0.0
3ijw-B,3092.0,0.23785,614.0
3ikb-B,2267.0,0.2062,0.0
3ikw-A,3720.0,0.21036,850.0
3ils-A,2765.0,0.22653,720.0
3ilv-A,7166.0,0.28013,0.0
3ilw-B,5392.0,0.23804,0.0
3ilx-A,2560.0,0.27847,0.0
3im1-A,3909.0,0.23486,850.0
3im3-A,1629.0,0.32092,1543.0
3im6-A,2193.0,0.24989,0.0
3imk-A,2039.0,0.26108,0.0
3imo-D,1728.0,0.25259,0.0
3in6-B,3251.0,0.35663,0.0
3io1-A,5035.0,0.28298,0.0
3io3-A,2902.0,0.23849,844.0
3io5-B,3187.0,0.24403,0.0
3ioh-A,4560.0,0.32789,0.0
3iox-A,5723.0,0.22632,1253.0
3ip0-A,2107.0,0.26239,706.0
3ip3-G,2728.0,0.18164,839.0
3ip4-B,5769.0,0.22698,1341.0
3ip4-C,2837.0,0.28952,920.0
3ipj-A,1343.0,0.21668,0.0
3iqt-A,1804.0,0.24163,373.0
3iqu-A,2641.0,0.19677,0.0
3ir4-A,2399.0,0.22653,0.0
3ira-A,1683.0,0.19354,831.0
3irb-A,2286.0,0.28711,1726.0
3irs-A,2689.0,0.24101,822.0
3iru-B,3464.0,0.26888,615.0
3is6-A,2754.0,0.2148,0.0
3isa-A,3002.0,0.26796,813.0
3ism-C,4388.0,0.2485,0.0
3isr-C,3547.0,0.26488,0.0
3isx-A,4146.0,0.26164,0.0
3it3-A,3759.0,0.23415,0.0
3it4-A,4004.0,0.40559,2362.0
3it5-B,2255.0,0.28198,489.0
3ite-A,3470.0,0.20761,0.0
3itf-B,2123.0,0.24428,0.0
3itq-B,2022.0,0.19986,0.0
3itw-B,2825.0,0.37717,2067.0
3iu0-A,2330.0,0.14479,512.0
3iu6-A,1938.0,0.22664,0.0
3iuk-B,5774.0,0.24012,0.0
3iuo-B,1583.0,0.24168,376.0
3iup-B,4458.0,0.26404,440.0
3iuu-A,4740.0,0.24391,1166.0
3iuw-B,1680.0,0.29479,1048.0
3iuz-A,3611.0,0.26279,0.0
3iv0-A,4446.0,0.24828,0.0
3iv4-A,1476.0,0.22898,0.0
3ive-A,4174.0,0.21312,0.0
3ivp-D,2752.0,0.31775,861.0
3ivv-A,1880.0,0.24016,1238.0
3iwf-B,1553.0,0.25716,0.0
3ix0-D,1723.0,0.25492,0.0
3ix3-A,2469.0,0.27996,1471.0
3ix7-B,2110.0,0.27881,979.0
3ixl-A,2504.0,0.26786,0.0
3jq0-A,3989.0,0.21205,0.0
3jq1-A,4063.0,0.21389,0.0
3jqh-A,957.0,0.35923,957.0
3jqy-A,2709.0,0.21766,777.0
3jr1-B,4259.0,0.29665,0.0
3jrn-A,1442.0,0.17445,0.0
3jrt-A,2648.0,0.26338,0.0
3jrv-A,2005.0,0.25249,0.0
3js6-A,3193.0,0.1925,0.0
3js8-A,5726.0,0.28899,888.0
3jsj-C,2729.0,0.27227,1629.0
3jsy-B,2238.0,0.20034,631.0
3jsz-A,4435.0,0.17962,0.0
3jtn-A,1275.0,0.24034,785.0
3jtw-A,2599.0,0.25172,0.0
3jtx-B,4593.0,0.26722,0.0
3jtz-A,1200.0,0.23474,951.0
3ju3-A,3068.0,0.32908,2818.0
3ju4-A,10757.0,0.29547,943.0
3ju7-B,3683.0,0.23817,0.0
3jud-A,1798.0,0.22619,819.0
3jui-A,2067.0,0.21085,497.0
3jum-A,2152.0,0.2177,0.0
3jur-C,3174.0,0.18494,511.0
3juw-C,2315.0,0.26129,0.0
3jv1-A,2923.0,0.25194,1177.0
3jv9-B,2469.0,0.23546,0.0
3jvo-L,2410.0,0.35561,1597.0
3jwg-A,2757.0,0.24218,470.0
3jx9-B,2187.0,0.23259,724.0
3jxo-B,1743.0,0.33539,0.0
3jy6-D,2955.0,0.24142,0.0
3jyb-B,2017.0,0.25734,643.0
3jyg-D,2670.0,0.25472,628.0
3jyo-A,3631.0,0.28143,1184.0
3jyz-A,1914.0,0.26473,308.0
3jz0-B,3796.0,0.2667,761.0
3jzl-A,5350.0,0.31036,0.0
3jzy-A,1840.0,0.26593,0.0
3k01-A,3570.0,0.21744,1128.0
3k05-B,2275.0,0.22324,939.0
3k0y-A,3422.0,0.3134,0.0
3k0z-A,2012.0,0.24675,627.0
3k11-A,4105.0,0.22078,0.0
3k12-F,1637.0,0.23584,1555.0
3k13-C,2855.0,0.2126,1417.0
3k1h-A,1901.0,0.27639,862.0
3k1r-B,1427.0,0.23783,311.0
3k1t-A,4472.0,0.23271,394.0
3k1u-A,3022.0,0.22115,418.0
3k1z-A,2943.0,0.23745,962.0
3k29-A,2997.0,0.23024,847.0
3k2n-B,2474.0,0.24226,1165.0
3k2o-A,3231.0,0.17898,474.0
3k32-E,2564.0,0.25671,0.0
3k3d-A,2217.0,0.25684,0.0
3k3f-A,8741.0,0.56635,0.0
3k3v-A,2089.0,0.35691,1490.0
3k40-B,6543.0,0.30465,0.0
3k50-A,5169.0,0.27407,0.0
3k59-A,7096.0,0.19327,0.0
3k5j-A,2713.0,0.28645,694.0
3k63-A,1950.0,0.26911,1094.0
3k67-B,3077.0,0.3154,2661.0
3k69-A,3150.0,0.31617,0.0
3k6g-C,1806.0,0.27248,865.0
3k6g-D,1414.0,0.4535,0.0
3k6m-C,4664.0,0.24127,0.0
3k6o-B,3098.0,0.27494,0.0
3k6q-C,2867.0,0.30712,0.0
3k6r-A,3526.0,0.26327,0.0
3k6y-A,3097.0,0.28309,738.0
3k7c-B,1156.0,0.16861,0.0
3k7p-A,2233.0,0.27436,567.0
3k8g-B,3602.0,0.2705,0.0
3k8u-A,1705.0,0.22776,1036.0
3k93-A,3421.0,0.27396,0.0
3k94-A,3365.0,0.29112,0.0
3ka5-B,1705.0,0.33497,1248.0
3ka7-A,4639.0,0.25496,1851.0
3kae-C,3665.0,0.29208,0.0
3kb2-A,2085.0,0.20863,788.0
3kb4-B,3685.0,0.31644,0.0
3kb9-A,3171.0,0.22124,755.0
3kbg-A,2255.0,0.21393,0.0
3kbq-A,2437.0,0.2933,0.0
3kby-B,2788.0,0.33214,0.0
3kc2-A,3657.0,0.24331,0.0
3kcu-E,6598.0,0.56254,6581.0
3kd3-A,2343.0,0.23432,0.0
3kd4-A,5559.0,0.23369,0.0
3kd6-A,3252.0,0.25828,759.0
3kde-C,1646.0,0.29906,0.0
3kdf-C,2506.0,0.33787,1086.0
3kdf-D,2393.0,0.32898,0.0
3kdw-A,3640.0,0.2944,0.0
3ke2-A,1702.0,0.25159,624.0
3ke3-A,3584.0,0.2247,0.0
3ke7-B,2094.0,0.25909,0.0
3kea-B,3754.0,0.24988,1001.0
3keb-A,2045.0,0.2271,0.0
3keo-B,3476.0,0.25781,1766.0
3kev-A,1991.0,0.18347,0.0
3kew-A,2921.0,0.22957,0.0
3key-A,2762.0,0.26771,835.0
3kf6-A,2530.0,0.30159,0.0
3kf6-B,1489.0,0.21952,1336.0
3kf8-C,3133.0,0.29952,1253.0
3kf8-D,2094.0,0.27691,991.0
3kff-A,1914.0,0.23305,1016.0
3kfo-A,1950.0,0.18676,0.0
3kfw-X,3765.0,0.28703,1851.0
3kg0-A,1799.0,0.28022,0.0
3kgk-A,1984.0,0.33017,0.0
3kgw-A,4497.0,0.25487,759.0
3kgy-B,3499.0,0.302,0.0
3kgz-B,2696.0,0.32711,2065.0
3kh0-B,1937.0,0.26208,0.0
3kh1-B,2830.0,0.29233,0.0
3kh8-B,3078.0,0.21986,0.0
3khe-A,1887.0,0.18419,0.0
3khi-A,3146.0,0.29865,0.0
3khq-A,1438.0,0.23915,0.0
3kiz-A,3644.0,0.24205,0.0
3kjh-A,2937.0,0.23335,1394.0
3kk4-C,2997.0,0.3454,0.0
3kk7-B,5259.0,0.23313,0.0
3kkc-D,2384.0,0.22565,642.0
3kkf-A,2517.0,0.35536,0.0
3kkg-A,2023.0,0.24734,0.0
3kki-B,5422.0,0.29781,1703.0
3kkl-A,2419.0,0.2598,0.0
3kkz-A,3229.0,0.26344,0.0
3klk-A,7719.0,0.19323,525.0
3klq-B,2107.0,0.24171,684.0
3klu-A,2303.0,0.28171,667.0
3km3-B,2818.0,0.33005,0.0
3km5-A,1844.0,0.24395,364.0
3kma-A,2161.0,0.35115,1698.0
3kmi-A,3096.0,0.29709,483.0
3kmu-A,3120.0,0.22474,700.0
3knz-D,3805.0,0.26394,0.0
3kog-A,2099.0,0.17999,0.0
3koj-B,1648.0,0.26221,0.0
3kop-F,2598.0,0.27721,0.0
3kor-A,2627.0,0.32573,1992.0
3kos-A,2540.0,0.2599,599.0
3kp1-F,2386.0,0.28799,1195.0
3kp7-A,3566.0,0.31965,0.0
3kp8-A,1453.0,0.28104,707.0
3kpe-A,2153.0,0.46421,1583.0
3kq0-A,2408.0,0.2365,768.0
3kq5-A,4872.0,0.27769,926.0
3kqn-A,4746.0,0.25593,840.0
3kra-C,3740.0,0.2636,1651.0
3ks6-A,3564.0,0.33209,0.0
3ksn-A,1448.0,0.15629,336.0
3ksu-A,3164.0,0.27422,0.0
3ksx-A,3579.0,0.28241,1494.0
3kt7-A,6143.0,0.24148,0.0
3kta-B,3171.0,0.27632,2461.0
3kta-C,3254.0,0.3211,0.0
3ktc-B,4390.0,0.28611,0.0
3kuv-B,2244.0,0.27817,1676.0
3kv1-A,2473.0,0.22253,0.0
3kvh-A,3721.0,0.342,3098.0
3kvn-A,8551.0,0.35531,0.0
3kvp-A,885.0,0.23407,0.0
3kw0-A,2217.0,0.24815,0.0
3kw2-B,2999.0,0.23232,0.0
3kwe-A,2147.0,0.27319,848.0
3kwl-A,5249.0,0.21636,0.0
3kxp-B,2609.0,0.23794,611.0
3kxr-A,2618.0,0.25913,749.0
3kxw-A,5637.0,0.22231,0.0
3kya-A,4620.0,0.22058,756.0
3kyf-A,2575.0,0.18509,1054.0
3kyj-A,1950.0,0.29412,873.0
3kyz-A,1628.0,0.24962,536.0
3kz5-E,1384.0,0.30518,0.0
3kz9-C,2568.0,0.22015,0.0
3kzh-B,4062.0,0.27001,1123.0
3kzp-A,3700.0,0.31817,0.0
3kzq-E,2673.0,0.25332,1449.0
3kzt-A,2040.0,0.24924,706.0
3kzx-A,2088.0,0.20535,896.0
3l0a-A,4587.0,0.29871,0.0
3l0f-A,3013.0,0.32718,0.0
3l0q-A,4543.0,0.22142,1057.0
3l11-A,2360.0,0.3158,811.0
3l15-B,2685.0,0.24394,0.0
3l1n-A,3846.0,0.33634,0.0
3l1w-D,2670.0,0.23814,402.0
3l22-A,4313.0,0.25083,0.0
3l2b-B,3224.0,0.25614,0.0
3l2c-A,911.0,0.16636,0.0
3l2h-B,3071.0,0.30998,2616.0
3l32-A,1465.0,0.40548,1462.0
3l39-A,2413.0,0.22756,795.0
3l3s-I,4354.0,0.35575,0.0
3l46-A,1500.0,0.27523,769.0
3l49-D,3087.0,0.24984,820.0
3l4c-A,2092.0,0.21004,0.0
3l4e-A,2186.0,0.23615,1176.0
3l4n-A,1508.0,0.2268,448.0
3l4q-D,2566.0,0.19845,834.0
3l51-A,1967.0,0.21599,713.0
3l51-B,1919.0,0.18921,988.0
3l5i-A,3752.0,0.2383,982.0
3l5o-B,3598.0,0.31748,0.0
3l60-A,3118.0,0.26875,1863.0
3l6b-A,4175.0,0.30262,1381.0
3l6i-A,1676.0,0.17151,664.0
3l6t-B,2368.0,0.21262,0.0
3l7h-D,1430.0,0.22157,1009.0
3l81-A,2800.0,0.20305,0.0
3l82-B,3109.0,0.29198,0.0
3l8d-A,2184.0,0.21206,0.0
3l8e-A,2137.0,0.2303,0.0
3l8w-A,4400.0,0.25785,1088.0
3l9a-X,1333.0,0.25914,476.0
3l9b-A,1724.0,0.23048,0.0
3l9f-C,3226.0,0.25932,0.0
3laa-A,4766.0,0.40472,3877.0
3lae-A,1196.0,0.22855,0.0
3lag-A,1742.0,0.2988,1090.0
3lax-A,1872.0,0.2717,536.0
3laz-B,2123.0,0.32084,673.0
3lb2-B,1629.0,0.21372,434.0
3lc0-A,5578.0,0.26007,1724.0
3lcc-A,2490.0,0.24508,539.0
3lcz-A,1349.0,0.30729,0.0
3ld1-A,5327.0,0.28548,2151.0
3ld7-A,940.0,0.1857,509.0
3ldc-A,3485.0,0.66029,0.0
3ldt-A,2408.0,0.2845,0.0
3ldu-A,4236.0,0.2261,0.0
3ldv-B,2679.0,0.22621,0.0
3le4-A,1645.0,0.35323,0.0
3led-A,4501.0,0.2559,0.0
3leq-A,1903.0,0.33246,0.0
3let-B,3185.0,0.19878,444.0
3lew-A,4583.0,0.24611,0.0
3lfj-B,1751.0,0.20344,813.0
3lfk-B,1780.0,0.23265,552.0
3lfr-B,2631.0,0.32085,0.0
3lft-B,2532.0,0.20907,0.0
3lfu-A,6524.0,0.22658,1095.0
3lgb-B,1898.0,0.17568,0.0
3lgd-A,5341.0,0.24578,786.0
3lgi-C,2753.0,0.25835,0.0
3lhc-A,3110.0,0.3602,1307.0
3lhe-A,2577.0,0.34205,0.0
3lhi-A,2143.0,0.20944,0.0
3lhl-A,2535.0,0.21022,463.0
3lhn-A,1713.0,0.26097,0.0
3lho-A,2968.0,0.24904,721.0
3lhq-B,3227.0,0.27461,1503.0
3lhs-A,1946.0,0.13308,293.0
3lhx-A,3298.0,0.23819,0.0
3li9-A,2930.0,0.22807,535.0
3lic-A,3309.0,0.2546,0.0
3lid-B,3505.0,0.25116,663.0
3liu-B,3803.0,0.22134,0.0
3ljb-B,2718.0,0.21371,0.0
3ljx-A,3540.0,0.27212,0.0
3lkb-B,2853.0,0.18583,284.0
3lkd-B,3609.0,0.17711,696.0
3lke-C,3112.0,0.25217,0.0
3lkm-A,3473.0,0.26558,0.0
3ll3-B,4664.0,0.22772,0.0
3ll5-D,3490.0,0.28492,0.0
3ll7-A,4968.0,0.25832,0.0
3llc-A,3038.0,0.2548,610.0
3llk-A,3269.0,0.25868,0.0
3llo-A,2734.0,0.33629,0.0
3llp-A,4208.0,0.20901,0.0
3llu-A,2409.0,0.2531,1083.0
3llv-A,2233.0,0.29068,1604.0
3lm2-A,2385.0,0.21226,0.0
3lm3-A,2818.0,0.17462,0.0
3lma-D,3045.0,0.24171,0.0
3lmz-A,2919.0,0.24959,0.0
3lnb-A,2658.0,0.21,470.0
3lod-A,2355.0,0.28501,1671.0
3lof-C,1591.0,0.28365,0.0
3log-C,3708.0,0.21567,0.0
3lop-A,2822.0,0.20515,463.0
3loq-A,3059.0,0.24226,0.0
3lou-B,4234.0,0.29413,0.0
3lov-A,4037.0,0.19967,0.0
3lp5-A,2179.0,0.18656,462.0
3lpm-B,3243.0,0.27213,0.0
3lpz-A,4472.0,0.2431,555.0
3lq9-A,2399.0,0.2982,0.0
3lqb-A,2995.0,0.30643,784.0
3lqc-A,1491.0,0.19559,0.0
3lqk-A,2429.0,0.25052,669.0
3lqn-A,2548.0,0.2968,2303.0
3lrt-B,2913.0,0.20995,988.0
3ls9-A,4405.0,0.24649,1639.0
3lsj-A,3816.0,0.32276,0.0
3lsn-A,4094.0,0.31216,0.0
3lt7-F,2001.0,0.3289,1203.0
3lti-A,4277.0,0.27606,0.0
3luf-B,2586.0,0.21223,308.0
3lui-A,1415.0,0.21313,0.0
3lul-B,3972.0,0.29789,0.0
3lum-A,2934.0,0.24618,0.0
3luq-D,2111.0,0.31149,1306.0
3lur-B,2355.0,0.26275,0.0
3luu-A,1671.0,0.30509,0.0
3luy-A,4973.0,0.26814,0.0
3lvj-D,1249.0,0.27762,1087.0
3lvu-C,2456.0,0.20576,362.0
3lvy-D,2179.0,0.22476,0.0
3lw3-B,2822.0,0.32377,2765.0
3lw7-B,2349.0,0.25939,0.0
3lwa-A,1784.0,0.23329,0.0
3lwc-A,1878.0,0.30651,0.0
3lwj-A,3463.0,0.32818,1821.0
3lwt-X,6090.0,0.27219,2209.0
3lwx-A,2142.0,0.20794,0.0
3lx3-A,1932.0,0.2171,661.0
3lxq-A,2547.0,0.17186,281.0
3lxr-F,2071.0,0.18824,0.0
3lxz-C,3316.0,0.29546,2133.0
3ly1-B,4545.0,0.29438,1075.0
3ly7-A,4049.0,0.2557,916.0
3lyd-B,1989.0,0.2086,0.0
3lye-A,4547.0,0.31268,1672.0
3lyg-A,1803.0,0.26225,0.0
3lyh-B,1996.0,0.25113,0.0
3lyp-B,3072.0,0.2867,0.0
3lyw-A,1178.0,0.20794,304.0
3lyx-B,2618.0,0.32713,2200.0
3lzd-B,3923.0,0.2599,0.0
3lzk-D,3401.0,0.22434,0.0
3m03-A,1327.0,0.21535,979.0
3m0f-B,3028.0,0.28946,2344.0
3m0m-D,5642.0,0.30105,1387.0
3m0z-A,2629.0,0.25433,429.0
3m1r-B,3696.0,0.25078,566.0
3m1t-A,3310.0,0.25405,0.0
3m1u-B,5110.0,0.27977,1365.0
3m1x-A,2459.0,0.37173,0.0
3m2t-A,3947.0,0.23204,583.0
3m31-A,4621.0,0.26986,1418.0
3m33-A,3321.0,0.2997,1268.0
3m3h-A,2244.0,0.22655,0.0
3m3p-A,2390.0,0.20538,0.0
3m4i-A,2697.0,0.25021,0.0
3m4r-A,2092.0,0.21151,0.0
3m4w-D,3150.0,0.22636,0.0
3m4w-G,1649.0,0.37674,0.0
3m5b-A,1367.0,0.21034,785.0
3m5q-A,3256.0,0.22081,965.0
3m62-A,10460.0,0.22401,0.0
3m66-A,3337.0,0.2173,1482.0
3m6j-D,2041.0,0.25043,0.0
3m6n-C,3310.0,0.28346,0.0
3m6z-B,2580.0,0.15482,0.0
3m73-A,8394.0,0.56839,0.0
3m7a-B,2137.0,0.29676,0.0
3m7k-A,2672.0,0.32131,0.0
3m7n-A,2793.0,0.25919,1207.0
3m7o-A,2254.0,0.27173,0.0
3m84-B,4285.0,0.24848,0.0
3m89-A,3878.0,0.20694,0.0
3m8j-A,1894.0,0.30837,1782.0
3m91-A,1610.0,0.34219,945.0
3m91-B,784.0,0.25298,0.0
3m92-B,2010.0,0.28661,0.0
3m9l-A,2921.0,0.27208,1679.0
3m9q-A,1572.0,0.24494,0.0
3mab-B,1191.0,0.21833,342.0
3mad-A,7551.0,0.35193,0.0
3mah-A,2712.0,0.30727,0.0
3mal-B,1821.0,0.21987,533.0
3mao-A,1556.0,0.24094,308.0
3may-H,2432.0,0.34674,2208.0
3maz-A,1719.0,0.26528,0.0
3mb2-D,1891.0,0.3814,0.0
3mb5-A,3342.0,0.23595,2081.0
3mbk-A,3706.0,0.26779,972.0
3mbr-X,2273.0,0.20971,854.0
3mc3-A,3235.0,0.47323,0.0
3mc4-A,2999.0,0.27301,0.0
3mcb-B,1416.0,0.32329,0.0
3mce-A,1273.0,0.26383,0.0
3mcw-B,2659.0,0.27263,0.0
3mcx-A,3299.0,0.19152,0.0
3mcz-A,4921.0,0.28561,3628.0
3md7-A,2669.0,0.22592,510.0
3mdm-A,4298.0,0.22094,487.0
3mdn-C,2788.0,0.28179,0.0
3mdp-A,2070.0,0.28415,0.0
3mdq-A,2810.0,0.20895,0.0
3mdu-A,4673.0,0.26377,1129.0
3me0-B,1982.0,0.24451,0.0
3me7-A,1994.0,0.22644,0.0
3mea-A,2710.0,0.28086,0.0
3mem-A,4044.0,0.19761,727.0
3mer-B,1893.0,0.21874,0.0
3mfb-B,2024.0,0.23029,408.0
3mfi-A,5874.0,0.2465,0.0
3mfn-B,1915.0,0.24951,1026.0
3mfx-C,1441.0,0.2162,0.0
3mgb-A,3512.0,0.24336,0.0
3mgd-B,3037.0,0.28004,1875.0
3mgg-B,2565.0,0.20246,755.0
3mhs-B,1792.0,0.25215,1589.0
3mhs-C,2881.0,0.31322,1156.0
3mhs-E,3006.0,0.31619,0.0
3mhx-B,1579.0,0.32028,0.0
3mi0-I,2896.0,0.25971,0.0
3mi9-C,1687.0,0.34691,0.0
3mil-A,3124.0,0.2539,710.0
3miz-B,3623.0,0.28489,899.0
3mj0-A,1509.0,0.21971,862.0
3mj6-A,2140.0,0.16934,604.0
3mje-A,4328.0,0.23392,886.0
3mjf-A,4641.0,0.25566,1525.0
3mk4-A,3370.0,0.22561,0.0
3mkc-A,4448.0,0.2754,0.0
3mko-A,3904.0,0.40718,0.0
3mkq-F,3577.0,0.30895,2487.0
3ml1-A,5644.0,0.20279,0.0
3mln-A,2064.0,0.18388,0.0
3mls-Q,994.0,0.52371,994.0
3mmg-A,2702.0,0.22798,667.0
3mmh-B,2780.0,0.3306,0.0
3mmp-G,8521.0,0.30927,0.0
3mmy-G,3720.0,0.21944,0.0
3mn2-A,1505.0,0.22686,625.0
3mn5-S,599.0,0.2281,0.0
3mnm-C,1812.0,0.31404,0.0
3moi-A,3678.0,0.2178,1261.0
3mpc-B,1505.0,0.26165,931.0
3mpk-A,2716.0,0.23804,1113.0
3mq0-A,3883.0,0.28765,0.0
3mqd-A,4259.0,0.27191,2999.0
3mqq-B,2639.0,0.3708,0.0
3mqz-A,2147.0,0.20702,0.0
3mr0-A,2349.0,0.25867,0.0
3mse-B,3964.0,0.34965,0.0
3msh-A,1836.0,0.30697,961.0
3mst-A,2306.0,0.20874,0.0
3msw-A,3239.0,0.32612,0.0
3msx-B,2014.0,0.20199,901.0
3mt0-A,3227.0,0.22996,0.0
3mtk-B,2676.0,0.30193,0.0
3mtq-B,3068.0,0.37686,792.0
3mtr-B,3124.0,0.28379,1067.0
3mtw-A,4260.0,0.26658,0.0
3mud-A,3214.0,0.27538,0.0
3muj-B,2996.0,0.33834,1172.0
3mva-O,3391.0,0.20019,0.0
3mvc-A,1770.0,0.20378,0.0
3mvp-A,3314.0,0.28893,0.0
3mvs-A,3187.0,0.26883,607.0
3mvu-A,3257.0,0.31909,0.0
3mw6-F,2369.0,0.30536,828.0
3mw8-A,2996.0,0.24766,0.0
3mwx-A,2153.0,0.15778,401.0
3mwz-A,1982.0,0.28169,0.0
3mx7-A,2140.0,0.38621,1849.0
3mxm-B,2355.0,0.21832,0.0
3mxn-A,3131.0,0.32875,2058.0
3mxn-B,1816.0,0.23823,0.0
3mxo-B,2604.0,0.26593,0.0
3mxz-A,1394.0,0.19838,340.0
3my2-A,2265.0,0.29166,0.0
3myd-A,4583.0,0.2485,1059.0
3myx-A,1930.0,0.18665,0.0
3mz2-A,2301.0,0.18657,0.0
3mzo-A,3550.0,0.30141,1505.0
3n01-A,1252.0,0.25055,1007.0
3n08-B,2234.0,0.27814,0.0
3n0a-A,4024.0,0.24311,583.0
3n0k-A,1957.0,0.24036,0.0
3n0r-A,3316.0,0.26571,0.0
3n0u-C,1871.0,0.17442,0.0
3n0x-A,3237.0,0.2155,1211.0
3n10-A,2673.0,0.27714,1775.0
3n17-A,2566.0,0.20579,692.0
3n1e-A,2723.0,0.30299,1291.0
3n1f-D,1323.0,0.22842,1013.0
3n29-B,4620.0,0.25004,0.0
3n2o-B,6536.0,0.21901,2007.0
3n2w-C,3957.0,0.26729,0.0
3n3m-A,4107.0,0.26981,0.0
3n3u-A,2152.0,0.14553,0.0
3n3y-B,3562.0,0.29293,1710.0
3n40-P,4048.0,0.18308,0.0
3n4j-A,2446.0,0.28304,1311.0
3n4p-D,3508.0,0.31943,0.0
3n54-B,4739.0,0.23266,0.0
3n6t-A,2766.0,0.26912,1455.0
3n6x-A,5675.0,0.27895,0.0
3n6y-A,1319.0,0.17914,0.0
3n6z-A,2531.0,0.19655,0.0
3n72-B,2022.0,0.21672,0.0
3n75-D,8236.0,0.25532,0.0
3n77-A,3090.0,0.37445,0.0
3n79-A,2417.0,0.28088,1536.0
3n7x-A,3941.0,0.24937,1081.0
3n8b-A,2102.0,0.32062,0.0
3n91-A,4173.0,0.2551,0.0
3n9u-I,1588.0,0.27953,0.0
3n9y-A,5819.0,0.27585,887.0
3na2-D,1496.0,0.19048,0.0
3na5-A,5121.0,0.25123,0.0
3na7-A,3407.0,0.20946,820.0
3nap-A,6622.0,0.40723,2687.0
3nb0-C,7225.0,0.25048,1356.0
3nb2-B,7505.0,0.26917,0.0
3nbc-A,1819.0,0.24173,399.0
3nbm-A,1687.0,0.28715,633.0
3nce-A,2401.0,0.23203,0.0
3nct-C,1909.0,0.26887,660.0
3nd1-B,3739.0,0.29734,0.0
3ndh-B,3249.0,0.25151,0.0
3ndq-A,1273.0,0.22519,421.0
3ndz-F,1416.0,0.26034,603.0
3nec-B,1641.0,0.19771,0.0
3neh-B,2247.0,0.17642,322.0
3nek-A,2644.0,0.23248,977.0
3nfi-E,2413.0,0.20968,0.0
3nft-A,2727.0,0.2023,0.0
3ng7-X,4313.0,0.24862,1511.0
3ng9-F,9326.0,0.31669,0.0
3ngw-A,2352.0,0.23403,757.0
3nhe-A,3438.0,0.20157,357.0
3nhv-D,2659.0,0.29515,1042.0
3ni0-B,2419.0,0.27633,1145.0
3ni8-A,1928.0,0.25642,569.0
3nj2-B,2469.0,0.26686,0.0
3njc-B,3053.0,0.33167,1721.0
3njd-A,4338.0,0.3169,0.0
3nje-A,1941.0,0.19908,0.0
3njn-C,2632.0,0.36556,0.0
3nk4-A,3829.0,0.2502,0.0
3nk4-C,1275.0,0.42443,0.0
3nk6-B,3592.0,0.27921,0.0
3nke-C,2578.0,0.2609,0.0
3nkg-B,2482.0,0.24902,736.0
3nkl-A,1738.0,0.24695,403.0
3nks-A,5305.0,0.25584,2376.0
3nku-B,2743.0,0.25652,444.0
3nkz-A,2915.0,0.38929,0.0
3nl9-A,4577.0,0.33889,3701.0
3nlc-A,4741.0,0.2122,0.0
3nnf-A,3224.0,0.21202,1282.0
3nng-B,1989.0,0.26878,1389.0
3no0-A,2225.0,0.17019,0.0
3no2-A,2492.0,0.20943,0.0
3no3-A,1777.0,0.15942,0.0
3no4-A,3743.0,0.29498,1734.0
3no6-A,2871.0,0.23909,823.0
3no7-B,1608.0,0.27946,0.0
3noh-A,1386.0,0.20017,431.0
3noj-A,3591.0,0.28151,1518.0
3noq-A,3335.0,0.30465,881.0
3npd-A,1463.0,0.20548,0.0
3nph-B,1743.0,0.2448,755.0
3npp-B,1359.0,0.21796,0.0
3nqb-B,5491.0,0.24663,0.0
3nqi-A,3575.0,0.27209,0.0
3nqn-B,2547.0,0.30481,0.0
3nqo-B,4159.0,0.32079,2117.0
3nqz-A,2244.0,0.21507,0.0
3nr5-A,2116.0,0.22477,637.0
3nra-B,5047.0,0.30269,0.0
3nre-D,2607.0,0.21604,1119.0
3nrf-B,1678.0,0.25923,640.0
3nrh-B,2518.0,0.30268,0.0
3nrs-A,4102.0,0.23412,1072.0
3nrw-A,1007.0,0.16107,166.0
