Uniprot_ID,PDB_ID,Species,Tax_ID,Type,Expression,Tissue_Expressed
Q5SI81,4dmg-B,THERMUS THERMOPHILUS,300852.0,,,
None,4dmi-D,,,,,
P16154,4dmv-A,CLOSTRIDIUM DIFFICILE,1496.0,,,
Q68DK7,4dnc-D,HOMO SAPIENS,9606.0,,88.2,spleen
O60499,4dnd-A,HOMO SAPIENS,9606.0,,87.0,spleen
Q92T60,4dnh-A,SINORHIZOBIUM MELILOTI,266834.0,,,
O82882,4dny-A,ESCHERICHIA COLI,83334.0,,,
P17050,4do4-A,HOMO SAPIENS,9606.0,soluble,42.8,placenta
A9ANE4,4do7-A,BURKHOLDERIA MULTIVORANS,395019.0,,,
P41088,4doi-B,ARABIDOPSIS THALIANA,3702.0,,,
Q9C8L2,4dol-A,ARABIDOPSIS THALIANA,3702.0,,,
Q9M1X2,4doo-B,ARABIDOPSIS THALIANA,3702.0,,,
P03973,4doq-D,SUS SCROFA,9823.0,,27919.2,cervix
Q9Z1N2,4dov-A,MUS MUSCULUS,10090.0,,,
Q9NWW9,4dpz-X,HOMO SAPIENS,9606.0,,67.9,duodenum
Q183G9,4dq6-B,CLOSTRIDIUM DIFFICILE,272563.0,,,
P45774,4dq9-B,VIBRIO CHOLERAE,666.0,,,
A7M0D0,4dqa-A,BACTEROIDES OVATUS,411476.0,,,
Q283U5,4dqj-B,PSEUDOMONAS PHAGE PHI6,10879.0,,,
A3DJ37,4dqz-A,CLOSTRIDIUM THERMOCELLUM,203119.0,,,
P42345,4dri-B,HOMO SAPIENS,9606.0,soluble,36.4,skeletal muscle
P0AEM0,4dt4-A,ESCHERICHIA COLI,83333.0,,,
Q9KS45,4dth-A,VIBRIO CHOLERAE,666.0,,,
P15917,4dv8-A,BACILLUS ANTHRACIS,1392.0,,,
A2RMJ9,4dve-C,LACTOCOCCUS LACTIS SUBSP. CREMORIS,416870.0,,,
Q96662,4dvk-A,BOVINE VIRAL DIARRHEA VIRUS,268305.0,,,
A1AYL4,4dwd-A,PARACOCCUS DENITRIFICANS,318586.0,,,
A7M1K9,4dwe-A,BACTEROIDES OVATUS,411476.0,,,
O59245,4dwr-A,PYROCOCCUS HORIKOSHII,53953.0,,,
Q8NF91,4dxr-B,HOMO SAPIENS,9606.0,soluble,182.9,choroid plexus
Q9UH99,4dxt-A,HOMO SAPIENS,9606.0,soluble,257.7,white matter
P07332,4dyl-A,HOMO SAPIENS,9606.0,,110.9,spleen
B4URF1,4dyn-A,INFLUENZA A VIRUS,382835.0,,,
Q716H4,4dyq-B,SHIGELLA PHAGE SF6,10761.0,,,
G9W5C4,4dz1-A,SALMONELLA ENTERICA,28901.0,,,
Q2T3W4,4dz4-C,BURKHOLDERIA THAILANDENSIS,271848.0,,,
Q9Y6D9,4dzo-A,HOMO SAPIENS,9606.0,aggregator,18.2,spleen
B0ZE06,4dzz-B,ESCHERICHIA COLI,562.0,,,
Q9KD11,4e0a-B,BACILLUS HALODURANS,272558.0,,,
Q9VCY3,4e0q-B,DROSOPHILA MELANOGASTER,7227.0,,,
Q9VMC9,4e15-B,DROSOPHILA MELANOGASTER,7227.0,,,
P43261,4e1s-A,ESCHERICHIA COLI,83334.0,,,
O58001,4e2u-A,PYROCOCCUS HORIKOSHII,70601.0,,,
B5L6K6,4e2x-A,MICROMONOSPORA CHALCEA,1874.0,,,
A9WC34,4e3e-A,CHLOROFLEXUS AURANTIACUS,324602.0,,,
Q8CHT0,4e3x-A,MUS MUSCULUS,10090.0,,,
G0UVW6,4e40-A,TRYPANOSOMA CONGOLENSE,1068625.0,,,
Q8IYD8,4e45-J,HOMO SAPIENS,9606.0,,7.6,testis
Q6GJ80,4e4r-A,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,282458.0,,,
A7AG74,4e5v-A,PARABACTEROIDES MERDAE,411477.0,,,
P68979,4e5x-G,HOMO SAPIENS,9606.0,,,
A7M2I6,4e6f-A,BACTEROIDES OVATUS,411476.0,,,
Q9HY80,4e6k-H,PSEUDOMONAS AERUGINOSA,208964.0,,,
A3DJ38,4e6n-C,CLOSTRIDIUM THERMOCELLUM,203119.0,,,
None,4e6s-A,,,,,
F0QHB3,4e6u-A,ACINETOBACTER BAUMANNII,470.0,,,
Q8I3H4,4e6z-A,PLASMODIUM FALCIPARUM 3D7,36329.0,,,
Q9HUJ3,4e72-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q9HCM2,4e74-A,HOMO SAPIENS,9606.0,,29.1,cerebral cortex
P36649,4e9s-A,ESCHERICHIA COLI,83333.0,,,
O85353,4ea9-A,CAULOBACTER VIBRIOIDES,155892.0,,,
P24215,4eac-D,ESCHERICHIA COLI,83333.0,,,
P07650,4ead-A,ESCHERICHIA COLI,83333.0,,,
Q8Y850,4eae-B,LISTERIA MONOCYTOGENES,169963.0,,,
Q9UHL4,4ebb-A,HOMO SAPIENS,9606.0,soluble,116.4,heart muscle
Q99WS4,4ebg-A,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU50,158878.0,,,
Q83V96,4ebj-B,PSEUDOMONAS AERUGINOSA,287.0,,,
A8R7E6,4eby-A,ARABIDOPSIS THALIANA,3702.0,,,
Q9HZN8,4edh-B,PSEUDOMONAS AERUGINOSA PAO1,208964.0,,,
Q0TR20,4edp-A,CLOSTRIDIUM PERFRINGENS,195103.0,,,
E5KWG9,4ee6-A,STREPTOMYCES CINNAMONENSIS,1900.0,,,
Q13SV4,4efi-A,BURKHOLDERIA XENOVORANS,266265.0,,,
Q9UHD2,4efo-A,HOMO SAPIENS,9606.0,soluble,23.5,testis
E5EVW2,4efp-B,BOMBYX MORI,7091.0,,,
O00167,4egc-B,"ESCHERICHIA COLI, HOMO SAPIENS",562.0,,55.6,cervix
Q2FVD0,4egd-A,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,93061.0,,,
Q182D4,4egu-A,CLOSTRIDIUM DIFFICILE,272563.0,,,
Q58439,4egw-B,METHANOCALDOCOCCUS JANNASCHII,243232.0,,,
Q9KMY3,4eh1-A,VIBRIO CHOLERAE O1 BIOVAR EL TOR,243277.0,,,
Q79FU3,4ehc-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
P56064,4ehs-B,HELICOBACTER PYLORI,85962.0,,,
Q5U925,4ehu-B,CLOSTRIDIUM DIFFICILE,1496.0,,,
O67572,4ehx-A,AQUIFEX AEOLICUS,224324.0,,,
A7AIG2,4ei0-B,PARABACTEROIDES MERDAE,411477.0,,,
Q74P24,4ei7-B,BACILLUS CEREUS,222523.0,,,
O30881,4eic-A,SYNECHOCOCCUS SP.,32049.0,,,
Q8QY72,4eij-A,MUMPS VIRUS,11161.0,,,
A7V680,4eiu-A,BACTEROIDES UNIFORMIS,411479.0,,,
Q3HNQ1,4ejr-B,RABBIT HEMORRHAGIC DISEASE VIRUS,11976.0,,,
P03252,4ekf-A,HUMAN ADENOVIRUS 2,10515.0,,,
Q9DHU8,4ekx-A,YABA-LIKE DISEASE VIRUS,132475.0,,,
Q869D4,4el6-A,SCHISTOSOMA MANSONI,6183.0,,,
None,4eln-A,,,,,
O05594,4emn-B,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q9H0F6,4emo-A,HOMO SAPIENS,9606.0,,94.7,testis
Q86WV6,4emt-B,HOMO SAPIENS,9606.0,soluble,48.1,lung
P37019,4ene-A,ESCHERICHIA COLI K-12,83333.0,,,
P03663,4eo0-A,ENTEROBACTERIA PHAGE IKE,10867.0,,,
None,4eog-A,,,,,
Q13618,4eoz-D,HOMO SAPIENS,9606.0,soluble,224.8,testis
A7M4E1,4eps-A,BACTEROIDES OVATUS,411476.0,,,
A7V9P0,4epz-A,BACTEROIDES UNIFORMIS ATCC 8492,411479.0,,,
B4XN22,4eq3-A,GALLUS GALLUS,9031.0,,,
Q9I2Q1,4eq8-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q9I2Q0,4eqa-C,PSEUDOMONAS AERUGINOSA,208964.0,,,
D6ZS00,4eqb-B,STREPTOCOCCUS PNEUMONIAE TCH8431,525381.0,,,
O48388,4eqq-A,STREPTOCOCCUS PHAGE TP-J34,73422.0,,,
Q2FIA5,4eqs-B,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,367830.0,,,
Q9BVJ7,4erc-A,HOMO SAPIENS,9606.0,soluble,199.1,kidney
P19447,4ern-A,HOMO SAPIENS,9606.0,soluble,35.3,skeletal muscle
Q8D6P9,4err-A,VIBRIO VULNIFICUS,672.0,,,
P61964,4ery-A,HOMO SAPIENS,9606.0,soluble,38.7,testis
Q9KFX8,4es1-A,BACILLUS HALODURANS,272558.0,,,
None,4es8-B,,,,,
Q8BG84,4esk-B,MUS MUSCULUS,10090.0,,,
P30967,4esm-A,CHROMOBACTERIUM VIOLACEUM,243365.0,,,
A7B4L9,4esn-A,RUMINOCOCCUS GNAVUS,411470.0,,,
A5U1W4,4esq-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
C4YMW2,4esw-A,CANDIDA ALBICANS,294748.0,,,
P39155,4etn-A,BACILLUS SUBTILIS,1423.0,,,
Q9I1U6,4etr-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q9HZE7,4eu0-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
B3EY95,4eu9-A,ACETOBACTER ACETI,435.0,,,
A3TPB6,4eun-A,JANIBACTER SP. HTCC2649,313589.0,,,
None,4ev1-A,,,,,
P17063,4evf-A,GIARDIA INTESTINALIS,5741.0,,,
C2IC25,4evw-B,VIBRIO CHOLERAE,593589.0,,,
Q44057,4evy-B,ACINETOBACTER HAEMOLYTICUS,29430.0,,,
Q2KA75,4ew6-A,RHIZOBIUM ETLI,347834.0,,,
A5E0V2,4exj-A,LODDEROMYCES ELONGISPORUS NRRL YB-4239,379508.0,,,
Q87T87,4exo-A,VIBRIO PARAHAEMOLYTICUS,670.0,,,
Q186H8,4exr-A,CLOSTRIDIUM DIFFICILE,272563.0,,,
Q9UBZ9,4ext-A,HOMO SAPIENS,9606.0,,23.7,tongue
P49913,4eyc-A,HOMO SAPIENS,9606.0,,2914.5,bone marrow
Q97SY1,4eys-A,STREPTOCOCCUS PNEUMONIAE,1313.0,,,
Q6JXI6,4eyt-F,TETRAHYMENA THERMOPHILA,5911.0,,,
None,4eyz-B,,,,,
Q720D2,4ezg-A,LISTERIA MONOCYTOGENES,176281.0,,,
None,4f03-A,,,,,
Q2IXT5,4f06-A,RHODOPSEUDOMONAS PALUSTRIS,316058.0,,,
A3PUQ5,4f0q-B,MYCOBACTERIUM SP.,164757.0,,,
Q01502,4f1j-B,PLASMODIUM FALCIPARUM,5833.0,,,
Q04LG7,4f2f-A,STREPTOCOCCUS PNEUMONIAE,373153.0,,,
P54645,4f2l-A,RATTUS NORVEGICUS,10116.0,,,
Q2T1U7,4f3n-A,BURKHOLDERIA THAILANDENSIS,271848.0,,,
O69733,4f3v-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q7CWV1,4f43-A,AGROBACTERIUM TUMEFACIENS,176299.0,,,
Q8A510,4f54-A,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
P0A3V0,4f55-A,BACILLUS CEREUS,226900.0,,,
Q5ZRP2,4f67-A,LEGIONELLA PNEUMOPHILA SUBSP. PNEUMOPHILA,272624.0,,,
Q86T24,4f6m-A,HOMO SAPIENS,9606.0,aggregator,19.5,bone marrow
P26039,4f7g-B,MUS MUSCULUS,10090.0,,,
Q96AC1,4f7h-A,HOMO SAPIENS,9606.0,,155.6,smooth muscle
A1ZAW5,4f7u-P,MUS MUSCULUS,10090.0,,,
Q7Y3F3,4f87-C,STREPTOCOCCUS PHAGE C1,230871.0,,,
Q9HZ11,4f98-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q9UBU7,4f9c-B,HOMO SAPIENS,9606.0,,15.1,testis
P0CW72,4fa8-A,HUMAN HERPESVIRUS 4,10376.0,,,
Q82V11,4fas-D,NITROSOMONAS EUROPAEA,228410.0,,,
P22244,4fbc-B,HORDEUM VULGARE,4513.0,,,
Q7N439,4fbj-A,PHOTORHABDUS LUMINESCENS SUBSP. LAUMONDII,243265.0,,,
Q05H60,4fbs-A,EUPROSTHENOPS AUSTRALIS,332052.0,,,
Q09683,4fbw-B,SCHIZOSACCHAROMYCES POMBE,284812.0,,,
O43070,4fbw-C,SCHIZOSACCHAROMYCES POMBE,284812.0,,,
Q8NW39,4fc3-E,HOMO SAPIENS,9606.0,,,
Q3BQL2,4fc9-B,XANTHOMONAS CAMPESTRIS PV. VESICATORIA,316273.0,,,
Q81XD4,4fca-A,BACILLUS ANTHRACIS,198094.0,,,
G8JZT0,4fch-B,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
Q0IFG2,4fd4-B,AEDES AEGYPTI,7159.0,,,
Q16KU7,4fd7-D,AEDES AEGYPTI,7159.0,,,
Q8XZT7,4fdb-A,RALSTONIA SOLANACEARUM,267608.0,,,
Q92973,4fdd-A,HOMO SAPIENS,9606.0,soluble,65.0,retina
A7LUR6,4fdw-A,BACTEROIDES OVATUS,411476.0,,,
Q8Z0C1,4fek-B,NOSTOC SP. PCC 7120,103690.0,,,
Q97R47,4ff5-A,STREPTOCOCCUS PNEUMONIAE,1313.0,,,
Q46E79,4ffl-A,METHANOSARCINA BARKERI,269797.0,,,
Q92VL2,4ffu-C,SINORHIZOBIUM MELILOTI,266834.0,,,
O31678,4fgc-E,BACILLUS SUBTILIS SUBSP. SUBTILIS,224308.0,,,
Q5QTY1,4fgm-A,IDIOMARINA LOIHIENSIS L2TR,283942.0,,,
Q5ZXA4,4fgq-B,LEGIONELLA PNEUMOPHILA SUBSP. PNEUMOPHILA,272624.0,,,
Q00055,4fgw-A,SACCHAROMYCES CEREVISIAE,559292.0,,,
Q96LW7,4fh0-A,HOMO SAPIENS,9606.0,,19.1,testis
Q9WZE6,4fhr-A,THERMOTOGA MARITIMA,2336.0,,,
Q9WY63,4fhr-B,THERMOTOGA MARITIMA,2336.0,,,
O05503,4fib-B,BACILLUS SUBTILIS SUBSP. SUBTILIS,224308.0,,,
P0A9W3,4fin-B,ESCHERICHIA COLI,83333.0,,,
O53585,4fix-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
G2NHM6,4fk9-A,STREPTOMYCES SP. SIREXAA-E,862751.0,,,
P15145,4fke-A,SUS SCROFA,9823.0,,,
Q9NQG5,4fla-B,HOMO SAPIENS,9606.0,soluble,72.5,liver
Q5VT52,4flb-A,HOMO SAPIENS,9606.0,aggregator,29.8,ovary
A1JQU0,4fle-A,YERSINIA ENTEROCOLITICA SUBSP. ENTEROCOLITICA,393305.0,,,
Q9HZU6,4fm3-B,PSEUDOMONAS AERUGINOSA,208964.0,,,
A6L2B2,4fmr-D,BACTEROIDES VULGATUS,435590.0,,,
P96907,4fn7-C,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q89YR9,4fnv-A,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
P43529,4fp5-G,ESCHERICHIA COLI,562.0,,,
E5A6Z5,4fpr-C,LEPTOSPHAERIA MACULANS,985895.0,,,
Q8KNE9,4fpw-B,MICROMONOSPORA ECHINOSPORA,1877.0,,,
Q934G3,4fqe-A,DICKEYA DADANTII,198628.0,,,
O14776,4fqg-B,HOMO SAPIENS,9606.0,soluble,28.1,bone marrow
Q9BSQ5,4fqn-D,HOMO SAPIENS,9606.0,,89.1,cerebral cortex
Q5LG06,4fr9-A,BACTEROIDES FRAGILIS,272559.0,,,
A7M397,4fs7-A,BACTEROIDES OVATUS,411476.0,,,
C0JV69,4fsd-A,CYANIDIOSCHYZON SP. 5508,610260.0,,,
B7AM82,4ftd-A,BACTEROIDES EGGERTHII,483216.0,,,
Q9KRD9,4ftf-A,VIBRIO CHOLERAE,44104.0,,,
P38247,4ftx-A,SACCHAROMYCES CEREVISIAE,559292.0,,,
F0QP73,4fuv-A,ACINETOBACTER BAUMANNII,980514.0,,,
A9XG43,4fvd-A,HUMAN ENTEROVIRUS 71,39054.0,,,
P54116,4fvg-A,MUS MUSCULUS,10090.0,,,
P13382,4fvm-A,SACCHAROMYCES CEREVISIAE,559292.0,,,
C9DRU9,4fwv-A,MEIOTHERMUS TAIWANENSIS,172827.0,,,
Q04912,4fww-A,HOMO SAPIENS,9606.0,,62.3,skin
C7QHQ7,4fx5-A,CATENULISPORA ACIDIPHILA,479433.0,,,
P0C077,4fxi-B,ESCHERICHIA COLI,83333.0,,,
Q4MV79,4fxq-A,BACILLUS CEREUS,1396.0,,,
Q15637,4fxw-B,HOMO SAPIENS,9606.0,soluble,230.4,bone marrow
O25140,4fyb-B,HELICOBACTER PYLORI,85962.0,,,
Q5ZSD5,4fye-A,LEGIONELLA PNEUMOPHILA SUBSP. PNEUMOPHILA,272624.0,,,
O49195,4fyp-A,ARABIDOPSIS THALIANA,3702.0,,,
P0A7F3,4fyy-B,ESCHERICHIA COLI,83333.0,,,
A4VZ16,4fz4-A,STREPTOCOCCUS SUIS,391296.0,,,
Q88A25,4fzl-B,PSEUDOMONAS SYRINGAE PV. TOMATO,223283.0,,,
A4VZ16,4fzq-E,STREPTOCOCCUS SUIS,391296.0,,,
Q96CB9,4fzv-A,HOMO SAPIENS,9606.0,soluble,89.0,testis
Q7Z6M4,4fzv-B,HOMO SAPIENS,9606.0,,54.4,skeletal muscle
Q03243,4g0a-D,SIMIAN 11 ROTAVIRUS,36435.0,,,
P42620,4g0i-B,ESCHERICHIA COLI,83333.0,,,
O04379,4g0x-A,ARABIDOPSIS THALIANA,3702.0,,,
P11206,4g1o-A,NEWCASTLE DISEASE VIRUS,11177.0,,,
P03366,4g1q-B,HUMAN IMMUNODEFICIENCY VIRUS TYPE 1,11678.0,,,
A4ZKE4,4g22-B,COFFEA CANEPHORA,49390.0,,,
Q66GI4,4g26-A,ARABIDOPSIS THALIANA,3702.0,,,
Q5ZTF2,4g2a-A,LEGIONELLA PNEUMOPHILA SUBSP. PNEUMOPHILA,272624.0,,,
F9VNL8,4g2e-A,SULFOLOBUS TOKODAII,273063.0,,,
Q9NBD7,4g3a-A,DROSOPHILA MELANOGASTER,7227.0,,,
O25949,4g3h-B,HELICOBACTER PYLORI,85962.0,,,
Q07702,4g3n-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
Q9UKV5,4g3o-A,HOMO SAPIENS,9606.0,soluble,159.4,skeletal muscle
O67661,4g3v-A,AQUIFEX AEOLICUS,224324.0,,,
G2QJR6,4g4g-A,MYCELIOPHTHORA THERMOPHILA,573729.0,,,
P0A0I7,4g4k-B,STAPHYLOCOCCUS AUREUS,1280.0,,,
Q05778,4g4s-O,SACCHAROMYCES CEREVISIAE,559292.0,,,
P36040,4g4s-P,SACCHAROMYCES CEREVISIAE,559292.0,,,
None,4g54-A,,,,,
Q00610,4g55-A,HOMO SAPIENS,9606.0,soluble,186.8,parathyroid gland
Q8A6L2,4g5a-B,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
Q7A2Y4,4g5h-A,STAPHYLOCOCCUS AUREUS,158878.0,,,
None,4g68-A,,,,,
Q4Z9Y5,4g6d-B,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,93061.0,,,
G8SX20,4g6i-B,BRUCELLA ABORTUS,235.0,,,
D2PVI4,4g6q-B,KRIBBELLA FLAVIDA,479435.0,,,
Q87UE6,4g6t-A,PSEUDOMONAS SYRINGAE PV. TOMATO,223283.0,,,
Q87UE5,4g6t-B,PSEUDOMONAS SYRINGAE PV. TOMATO,223283.0,,,
C7PY34,4g6x-A,CATENULISPORA ACIDIPHILA,479433.0,,,
G7I2T8,4g78-A,MEDICAGO TRUNCATULA,3880.0,,,
O62479,4g79-A,CAENORHABDITIS ELEGANS,6239.0,,,
O97143,4g7n-A,DROSOPHILA MELANOGASTER,7227.0,,,
Q4W8A1,4g7v-S,HOMO SAPIENS,9606.0,,,
C6RZG1,4g7x-A,VIBRIO CHOLERAE,661513.0,,,
A5F754,4g7x-B,VIBRIO CHOLERAE,661513.0,,,
A6VQF1,4g8t-A,ACTINOBACILLUS SUCCINOGENES,339671.0,,,
P87249,4g92-A,EMERICELLA NIDULANS,162425.0,,,
D2J2T6,4g9e-B,OCHROBACTRUM,680275.0,,,
Q930A6,4g9q-A,SINORHIZOBIUM MELILOTI,266834.0,,,
P76002,4g9s-B,SALMO SALAR,8030.0,,,
H2QII6,4ga2-A,PAN TROGLODYTES,9598.0,,,
D2QU30,4gak-A,SPIROSOMA LINGUALE,504472.0,,,
D2PTS5,4gb5-A,KRIBBELLA FLAVIDA,479435.0,,,
C6VV20,4gbj-B,DYADOBACTER FERMENTANS,471854.0,,,
F4Y423,4gbm-A,MOOREA PRODUCTA,1155739.0,,,
Q02150,4gc3-A,LACTOCOCCUS LACTIS SUBSP. LACTIS,272623.0,,,
O16259,4gcn-A,CAENORHABDITIS ELEGANS,6239.0,,,
Q15149,4gdo-E,HOMO SAPIENS,9606.0,soluble,256.5,skeletal muscle
B7AHW8,4gdz-A,BACTEROIDES EGGERTHII,483216.0,,,
Q9BUL8,4geh-A,HOMO SAPIENS,9606.0,soluble,61.7,bone marrow
Q9H3M7,4gei-A,HOMO SAPIENS,9606.0,,2306.2,tongue
None,4gek-A,,,,,
Q7BTX0,4gf3-A,YERSINIA PESTIS,632.0,,,
P15273,4gf3-B,YERSINIA PESTIS,632.0,,,
Q5SWZ9,4ggj-A,MUS MUSCULUS,10090.0,,,
A7V185,4ghb-A,BACTEROIDES UNIFORMIS,411479.0,,,
A7UY07,4ghn-A,BACTEROIDES UNIFORMIS,411479.0,,,
P85064,4gi3-C,BACILLUS LICHENIFORMIS,1402.0,,,
P33025,4gim-B,ESCHERICHIA COLI,562.0,,,
Q0PC47,4gio-B,CAMPYLOBACTER JEJUNI SUBSP. JEJUNI,192222.0,,,
P04849,4gip-B,SIMIAN VIRUS 5,11208.0,,,
Q9BVN2,4giw-A,HOMO SAPIENS,9606.0,,66.0,cerebral cortex
O77105,4gj4-D,MANDUCA SEXTA,7130.0,,,
Q3ZD72,4gjr-A,XANTHOMONAS CAMPESTRIS PV. ARMORACIAE,329463.0,,,
Q8N371,4gjz-A,HOMO SAPIENS,9606.0,,80.3,liver
B0VD92,4gkh-H,ACINETOBACTER BAUMANNII,509173.0,,,
Q9ZJ19,4glk-A,LACTOCOCCUS LACTIS,1358.0,,,
D7UWR6,4gm6-D,LISTERIA GRAYI DSM 20601,525367.0,,,
P07379,4gmu-A,RATTUS NORVEGICUS,10116.0,,,
None,4gn5-A,,,,,
Q9BZ95,4gne-A,HOMO SAPIENS,9606.0,,60.2,bone marrow
C1CQL0,4gnr-A,STREPTOCOCCUS PNEUMONIAE,637987.0,,,
O43765,4gof-A,HOMO SAPIENS,9606.0,soluble,110.8,skeletal muscle
Q9A9C4,4goq-D,CAULOBACTER CRESCENTUS,190650.0,,,
Q7Z7D3,4gos-A,HOMO SAPIENS,9606.0,,100.9,breast
C4LYV4,4gou-A,ENTAMOEBA HISTOLYTICA,5759.0,,,
Q6CPU0,4gps-A,KLUYVEROMYCES LACTIS,284590.0,,,
B7ADR8,4gpv-A,BACTEROIDES EGGERTHII,483216.0,,,
O36030,4gq1-A,SCHIZOSACCHAROMYCES POMBE,4896.0,,,
O43044,4gq2-M,SCHIZOSACCHAROMYCES POMBE,4896.0,,,
O14744,4gqb-A,HOMO SAPIENS,9606.0,soluble,65.8,skeletal muscle
Q9BQA1,4gqb-B,HOMO SAPIENS,9606.0,soluble,104.9,fallopian tube
B0B9B6,4gqm-A,CHLAMYDIA TRACHOMATIS,471472.0,,,
Q8Y8N7,4gqo-A,LISTERIA MONOCYTOGENES,169963.0,,,
Q8RBI8,4gs3-A,THERMOANAEROBACTER TENGCONGENSIS,273068.0,,,
C6W5A4,4gs5-A,DYADOBACTER FERMENTANS,471854.0,,,
Q7A2Q0,4gt8-A,STAPHYLOCOCCUS AUREUS,158878.0,,,
Q9WYT0,4gt9-A,THERMOTOGA MARITIMA,243274.0,,,
O77059,4gu5-A,DROSOPHILA MELANOGASTER,7227.0,,,
Q81QC7,4guc-B,BACILLUS ANTHRACIS,1392.0,,,
P16948,4gvb-B,USTILAGO MAYDIS VIRUS P6,11010.0,,,
O28344,4gvq-A,ARCHAEOGLOBUS FULGIDUS,224325.0,,,
Q92Y45,4gwb-A,SINORHIZOBIUM MELILOTI,266834.0,,,
P03007,4gx8-D,ESCHERICHIA COLI,83333.0,,,
Q15036,4gxb-A,HOMO SAPIENS,9606.0,soluble,80.8,spleen
C7RF86,4gxt-A,ANAEROCOCCUS PREVOTII,525919.0,,,
P07374,4gy7-A,CANAVALIA ENSIFORMIS,3823.0,,,
O34327,4gyo-A,BACILLUS SUBTILIS SUBSP. SUBTILIS,224308.0,,,
Q5ZZD5,4gyt-A,LEGIONELLA PNEUMOPHILA SUBSP. PNEUMOPHILA,272624.0,,,
O15294,4gyw-C,HOMO SAPIENS,9606.0,soluble,122.8,spleen
Q05785,4gzc-A,SACCHAROMYCES CEREVISIAE,559292.0,,,
Q94M06,4gzk-A,PSEUDOMONAS PHAGE PHI12,161736.0,,,
Q46220,4h03-A,CLOSTRIDIUM PERFRINGENS,1502.0,,,
Q8A2Z4,4h08-A,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
Q99UY5,4h0a-B,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,158878.0,,,
C6VYE5,4h0c-A,DYADOBACTER FERMENTANS,471854.0,,,
Q8DZ80,4h0f-B,STREPTOCOCCUS AGALACTIAE,208435.0,,,
O00327,4h10-A,HOMO SAPIENS,9606.0,,27.0,skeletal muscle
Q1HLC5,4h14-A,BOVINE CORONAVIRUS,11128.0,,,
Q8NTG4,4h18-C,CORYNEBACTERIUM GLUTAMICUM,196627.0,,,
None,4h25-F,,,,,
P20132,4h27-A,HOMO SAPIENS,9606.0,,1024.6,liver
Q9UHB4,4h2d-A,HOMO SAPIENS,9606.0,,17.2,bone marrow
Q89VT8,4h2w-B,AGROBACTERIUM TUMEFACIENS,224911.0,,,
A9CHM9,4h2w-D,AGROBACTERIUM TUMEFACIENS,224911.0,,,
Q9NP77,4h3k-B,HOMO SAPIENS,9606.0,aggregator,246.7,skeletal muscle
C7LYW9,4h3t-A,ACIDIMICROBIUM FERROOXIDANS,525909.0,,,
C7PVH9,4h3u-B,CATENULISPORA ACIDIPHILA,479433.0,,,
D2PU28,4h3v-A,KRIBBELLA FLAVIDA,479435.0,,,
A6LBC8,4h3w-B,PARABACTEROIDES DISTASONIS,435591.0,,,
Q8AAM9,4h41-A,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
P62623,4h4d-B,ESCHERICHIA COLI,83333.0,,,
Q81QT2,4h4n-A,BACILLUS ANTHRACIS,198094.0,,,
Q97R09,4h59-A,STREPTOCOCCUS PNEUMONIAE,637987.0,,,
P11655,4h5i-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9BY67,4h5s-B,HOMO SAPIENS,9606.0,,287.7,retina
Q8GS38,4h6c-I,PHYSCOMITRELLA PATENS,3218.0,,,
Q9RW55,4h6q-C,DEINOCOCCUS RADIODURANS,243230.0,,,
Q52QJ1,4h6x-A,PROCHLORON DIDEMNI,1216.0,,,
Q47PI5,4h79-A,THERMOBIFIDA FUSCA,269800.0,,,
D5SZ58,4h7l-B,PLANCTOMYCES LIMNOPHILUS,521674.0,,,
Q3MAW0,4h7n-C,ANABAENA VARIABILIS,240292.0,,,
None,4h7r-A,,,,,
Q9BQ65,4h7w-A,HOMO SAPIENS,9606.0,,30.9,bone marrow
P33981,4h7y-C,HOMO SAPIENS,9606.0,soluble,46.6,thymus
P38013,4h86-A,SACCHAROMYCES CEREVISIAE,559292.0,,,
