,id,LHP
10381,P20226,1407
10382,Q7RTW8,2437
10383,P60602,3285
10384,Q96H86,1684
10385,Q8NGY1,7111
10386,Q9HCG7,1437
10387,Q86XS5,1820
10388,O14965,1106
10389,Q8NEA5,4308
10390,Q5TA79,395
10391,A6NF89,7450
10392,Q8TAA5,1549
10393,P08582,1627
10394,Q7RTU0,2687
10395,Q8IYQ7,1087
10396,P57086,1398
10397,Q9NPC7,1587
10398,Q96DZ9,7346
10399,Q9NYH9,984
10400,P41182,4236
10401,Q6ZNA4,1154
10402,O75431,2071
10403,O75425,3127
10404,Q07869,1636
10405,Q9HC38,1357
10406,Q86T26,2350
10407,P59901,1708
10408,Q9UKS6,2607
10409,P46821,2250
10410,Q9NP78,11275
10411,Q96A04,2232
10412,Q96FC9,2420
10413,Q6PIZ9,2296
10414,Q9NRZ7,6100
10415,Q3KQV9,857
10416,P0DMP2,3166
10417,Q9UBX8,5240
10418,P29558,1689
10419,Q7RTT4,1861
10420,A0A1B0GU29,2215
10421,Q9NPB3,1725
10422,A0A584,1651
10423,Q8TCX5,1147
10424,O94817,921
10425,Q8NGX5,7643
10426,O43829,3474
10427,O75343,1992
10428,Q9BQ24,654
10429,Q00653,2645
10430,Q7L2R6,1811
10431,P12525,2684
10432,Q9NPL8,4996
10433,Q8IWS0,890
10434,P49247,1363
10435,Q14626,2090
10436,P82650,1552
10437,Q14140,2222
10438,Q99502,944
10439,P09105,1536
10440,Q9BQI4,2340
10441,E2RYF6,3581
10442,P15538,1735
10443,Q9Y6G1,6683
10444,P04435,1238
10445,Q8N5D6,3365
10446,Q9P1C3,2295
10447,A6NFC9,8014
10448,Q14154,4007
10449,Q9UN70,2459
10450,O95248,1330
10451,A0A5B0,1548
10452,Q9NP87,614
10453,P56373,5202
10454,Q9UBW7,1804
10455,Q86VP6,908
10456,O14756,2910
10457,A0A0J9YWU9,1526
10458,Q02078,2006
10459,Q7RTY3,1604
10460,P48165,5080
10461,Q9ULX7,2070
10462,Q8IUH8,13581
10463,Q96AH8,1014
10464,Q8TAM6,844
10465,Q9BXA6,2267
10466,O15460,4318
10467,Q8N535,637
10468,Q9HAS0,1486
10469,Q8NGU2,8275
10470,Q9HCK4,1424
10471,O75394,1243
10472,Q9HD89,2379
10473,Q7Z5L2,1135
10474,P03372,1088
10475,Q07666,2818
10476,A6NFA1,1834
10477,Q9NUQ6,3820
10478,Q13613,1898
10479,O60941,2307
10480,Q8TDS4,6751
10481,P57723,1523
10482,O95260,944
10483,Q15262,2308
10484,Q14168,4180
10485,A0FGR9,3978
10486,Q13607,8170
10487,A6NJU9,4100
10488,C9J7I0,1565
10489,Q8TDR0,2053
10490,P01571,1895
10491,O95274,1628
10492,Q15276,1978
10493,P57737,728
10494,Q9BV81,4266
10495,Q9H425,1176
10496,Q86SM8,8154
10497,Q8NBJ4,1806
10498,Q8N9R6,670
10499,Q9BX59,1678
10500,Q5VWK5,3120
10501,Q9H343,8298
10502,Q9HCJ0,1358
10503,O75380,1468
10504,Q9Y616,2432
10505,P0DH78,1092
10506,Q7RTX7,9682
10507,Q32MQ0,1058
10508,Q96H79,1355
10509,Q8TCT6,10091
10510,Q8WU58,1295
10511,Q9GZV1,2684
10512,Q8NC60,1741
10513,Q8NHP1,979
10514,Q8N1P7,1206
10515,Q7Z412,3098
10516,Q9H5N1,1443
10517,Q16186,2105
10518,Q5T089,2214
10519,Q96KS9,1395
10520,P0CG36,2551
10521,P0DN81,7875
10522,O76070,1227
10523,Q6UWP2,1445
10524,P48788,981
10525,P11831,1552
10526,Q9NTX9,2963
10527,P0C7L1,2190
10528,P28068,2103
10529,Q8WWY3,2313
10530,P0CG22,922
10531,O76064,1338
10532,Q9NQ30,1203
10533,P26045,1355
10534,P29376,2371
10535,Q8WUA7,903
10536,Q9NZU1,2667
10537,A6NIE6,2596
10538,P22223,2136
10539,A8MT19,2284
10540,Q9Y2R4,1217
10541,Q8N3I7,1534
10542,Q8NC74,1568
10543,P13798,923
10544,Q86YV9,1391
10545,Q7Z406,1846
10546,Q6PJF5,9360
10547,Q9NV56,956
10548,Q9GZW5,3008
10549,O43791,1583
10550,Q9BYJ1,1488
10551,O75223,489
10552,D6REC4,1810
10553,Q9UMS0,1084
10554,P31277,2147
10555,Q8IZN7,3045
10556,Q99489,534
10557,Q96GE9,2444
10558,P61326,1600
10559,A6NGJ6,2867
10560,P59861,2102
10561,Q9UJU6,1337
10562,Q9HB58,3155
10563,A0A087WSY4,1536
10564,P55083,1721
10565,Q7Z4F1,3298
10566,A0A087WSX0,1256
10567,Q9P0K8,1839
10568,Q9UJT2,2326
10569,Q8TEY7,2126
10570,Q9NQE7,1731
10571,Q96LW7,3258
10572,Q9GZT9,1162
10573,Q9UQ74,1335
10574,Q8NHR9,854
10575,Q9H5L9,3719
10576,Q2M329,1914
10577,Q6NUM6,3814
10578,Q86UN2,1361
10579,Q9BWH6,2579
10580,A0A0C4DH29,1449
10581,Q86WV6,4163
10582,O15528,967
10583,P04233,2420
10584,Q6XUX3,760
10585,Q9H7Z6,957
10586,O94988,1165
10587,Q96I25,1573
10588,Q4V328,1661
10589,Q96NA8,1663
10590,O60809,1850
10591,Q6IE38,1567
10592,A1IGU5,3609
10593,Q9UDW1,2611
10594,P59646,2505
10595,Q92523,6525
10596,Q96RQ3,1145
10597,Q9Y5Y5,8722
10598,Q9H579,3002
10599,Q16623,1816
10600,Q96RP7,1873
10601,Q92537,2636
10602,Q9BY11,2782
10603,Q9Y5X1,2963
10604,Q16637,2908
10605,Q9NZY2,1548
10606,Q8WUM4,2192
10607,Q8TEV8,2301
10608,Q96ES6,7949
10609,Q9UHC9,11764
10610,Q8IZ57,4430
10611,P49441,1015
10612,A0A6Q8PHA8,572
10613,Q96LX8,2829
10614,Q14746,3380
10615,Q9UH62,2301
10616,Q13029,1780
10617,Q6PHR2,1010
10618,P49327,2348
10619,Q6P1R4,1150
10620,P48039,8177
10621,Q969M2,9386
10622,P02656,4958
10623,A0A075B6K4,1334
10624,Q9NSP4,853
10625,Q8IVW8,9049
10626,Q9NX65,2928
10627,P05111,2174
10628,Q5U3C3,8776
10629,Q9H223,883
10630,Q9HBL0,2019
10631,Q8N441,2062
10632,O15514,1365
10633,O43752,2232
10634,P55040,1115
10635,Q8NCL4,1860
10636,Q5FYB0,2404
10637,Q9Y5Z9,6980
10638,P62834,645
10639,S4R3P1,1111
10640,A6PVC2,2350
10641,O75586,2443
10642,Q9UJY5,1486
10643,Q5JST6,2251
10644,Q8WWW8,1109
10645,Q14008,917
10646,A6NIJ9,8165
10647,O15266,1428
10648,Q8N8U2,2123
10649,Q06418,2184
10650,Q7Z4J2,1768
10651,P62820,935
10652,Q5VTT5,1970
10653,Q9H237,10410
10654,A0A075B6H8,1599
10655,P32971,1974
10656,Q8N3F8,1383
10657,O94778,5736
10658,Q13015,1463
10659,Q9NSQ0,597
10660,Q3YEC7,1073
10661,Q96NC0,1363
10662,O95466,2093
10663,Q15464,1253
10664,Q9UHV8,598
10665,P0C7U3,6700
10666,Q9NS26,1020
10667,Q9NZL3,3532
10668,Q6UWH4,1531
10669,P01834,672
10670,Q8N6N7,633
10671,P53814,841
10672,Q9H0H5,1960
10673,Q9Y2K6,1879
10674,Q16384,1480
10675,Q9H5V7,1647
10676,Q3MJ16,2643
10677,O95857,6618
10678,A6NNZ2,701
10679,A0A2Z4LIS9,1075
10680,Q14593,1943
10681,P51965,399
10682,P0C0S5,1492
10683,Q96LM9,4321
10684,Q9GZN7,1795
10685,O00482,2427
10686,O95843,1360
10687,Q8TE76,1777
10688,Q14587,2179
10689,Q6UY13,4936
10690,Q15699,1068
10691,Q8IZT9,1297
10692,C9J442,2773
10693,Q5T0T0,4467
10694,Q9Y2J2,4105
10695,B2RXH8,1316
10696,P03951,1805
10697,Q9H974,783
10698,Q96RD2,9305
10699,Q9Y5L4,2194
10700,A0JLT2,1152
10701,Q96L96,3119
10702,P0C7T7,1108
10703,E9PKD4,5704
10704,Q05D32,2082
10705,Q8WUY1,2827
10706,O60404,8232
10707,Q96EG3,1465
10708,Q9BU20,834
10709,O75747,2777
10710,P35575,7522
10711,Q99853,1108
10712,A0A1B0GTY4,5127
10713,Q12860,1573
10714,Q17RY6,3009
10715,Q9NVZ3,708
10716,P51959,1286
10717,P21266,1104
10718,Q9BR46,2786
10719,Q9BYR7,2522
10720,P03979,1420
10721,Q86YL7,4231
10722,O43593,4782
10723,P23471,3182
10724,P54821,1487
10725,Q8N680,4254
10726,P51795,11473
10727,Q96E14,853
10728,P41586,8443
10729,P10911,3242
10730,P30419,902
10731,Q12874,1025
10732,Q8TEA1,623
10733,E5RQL4,3317
10734,Q86W50,1724
10735,Q9H790,2102
10736,Q9H0D6,995
10737,Q8N4Z0,613
10738,Q8N119,2214
10739,Q6L8G9,2791
10740,P42702,2293
10741,Q96PQ1,1596
10742,P15882,2052
10743,Q14236,3065
10744,Q99674,1495
10745,Q6ZS49,2407
10746,O00327,2060
10747,P48549,4865
10748,A6NKH3,1313
10749,P20839,1282
10750,Q8WWL2,1799
10751,Q0P6D2,1851
10752,Q6IN84,1050
10753,P16435,2170
10754,P84157,2405
10755,Q04743,1138
10756,Q9UMD9,4923
10757,Q8WY41,2207
10758,P14222,2086
10759,Q9Y2G5,1482
10760,P03986,2489
10761,Q9Y548,6355
10762,Q8N1E6,1693
10763,Q8NFH8,1629
10764,A0A075B6S2,1697
10765,Q9H009,1994
10766,Q9H7C4,2137
10767,P27824,2235
10768,C9J1S8,1151
10769,A0A1B0GX78,1387
10770,Q6UWE3,1849
10771,P49643,1185
10772,Q96GS4,4502
10773,P0C7X4,2890
10774,Q9H0E2,2193
10775,P14550,1036
10776,P08151,1309
10777,Q53H47,3417
10778,Q9UJA3,1187
10779,Q8TEL6,3274
10780,Q9NVV0,7187
10781,Q9UHY7,1112
10782,A6NL82,810
10783,P12109,1546
10784,Q7Z6K4,1181
10785,Q08623,726
10786,O43236,893
10787,Q9HBT6,2681
10788,Q9H9L4,2066
10789,Q9Y2D9,1625
10790,Q9Y574,1334
10791,P63096,1071
10792,Q8NHG8,1573
10793,O95670,871
10794,Q15672,2637
10795,P09529,2667
10796,Q13203,1259
10797,Q6PJP8,2204
10798,P08637,1815
10799,B5MCY1,6210
10800,Q9NSI6,2186
10801,O00469,1142
10802,Q6ZT07,5758
10803,Q13217,1581
10804,P36915,1166
10805,P07510,4831
10806,Q6ULP2,2451
10807,Q8NH37,7920
10808,Q7Z6J0,2848
10809,Q8N131,3962
10810,Q5VT98,2468
10811,Q9P2G9,3232
10812,Q9NZB8,2094
10813,P41223,496
10814,P00519,1182
10815,A2RTY3,1815
10816,Q13571,8990
10817,Q9UHX3,7621
10818,Q69YU3,844
10819,Q99884,11168
10820,P43353,1277
10821,Q9Y561,3116
10822,Q13216,666
10823,Q9UMF0,1459
10824,Q9NZ72,1580
10825,O00468,1804
10826,P01160,1551
10827,O95665,7488
10828,P20810,1059
10829,P41222,599
10830,Q5VT99,3086
10831,Q96PS8,6479
10832,Q8N130,13661
10833,O75949,3490
10834,Q8NCU7,1267
10835,Q86W92,2528
10836,O75791,1079
10837,O43237,918
10838,D6RBQ6,839
10839,Q7Z6K5,669
10840,Q8NCT3,1818
10841,Q13564,919
10842,Q9UJA2,8400
10843,P41236,870
10844,A0A1B0GX51,1370
10845,Q13202,2776
10846,Q6ZT12,1214
10847,O95671,4135
10848,Q9Y575,1052
10849,Q9BR84,2124
10850,Q9Y2D8,1739
10851,Q5BKY6,1917
10852,Q7Z3U7,2402
10853,Q86UU9,3012
10854,Q9HBT7,2729
10855,Q8WY54,1089
10856,Q04756,2094
10857,Q53HC5,2232
10858,O95881,946
10859,Q16352,1606
10860,Q9H008,1257
10861,Q06141,1718
10862,Q86UW1,7662
10863,Q49A88,2095
10864,Q92734,1075
10865,Q96PP4,1137
10866,Q49AM3,1476
10867,Q9H0E3,3053
10868,Q8WWM7,2122
10869,P0C7X5,5440
10870,P19075,7600
10871,P49642,829
10872,Q9NVT9,1777
10873,Q99661,1772
10874,Q9UM07,1018
10875,Q5H9U9,2090
10876,Q9NTM9,536
10877,Q99675,5569
10878,Q9UM13,863
10879,Q96PQ0,4655
10880,Q6L8G8,2996
10881,Q8N118,2656
10882,P25940,1137
10883,Q86WN1,1960
10884,Q9Y2G4,2475
10885,Q86UV5,1644
10886,A6NE01,3743
10887,P01148,1282
10888,P50461,999
10889,Q6IN85,1701
10890,Q6ZQY7,2135
10891,Q9NSE4,1235
10892,P41587,9327
10893,Q96NW4,2096
10894,Q8N695,10821
10895,Q9HBY0,7504
10896,O43586,1990
10897,Q53SZ7,2954
10898,Q8N8A6,1531
10899,Q92913,945
10900,O75752,2075
10901,A6NEK1,1460
10902,P56945,1906
10903,Q96B67,2263
10904,Q64ET8,3894
10905,Q8NCX0,1886
10906,Q494V2,2010
10907,O75746,6736
10908,B3KU38,3562
10909,Q9BPY8,558
10910,Q8NFF2,10003
10911,P23470,2966
10912,O43592,818
10913,A8MXK1,2940
10914,Q5TEC3,1642
10915,Q9BYR6,2018
10916,Q8N859,1419
10917,Q5VVY1,2975
10918,P35212,5802
10919,Q96R30,8347
10920,P78312,4328
10921,P40855,3539
10922,Q8TBF2,1121
10923,Q6NYC1,342
10924,P23458,1273
10925,Q8NA77,4409
10926,P03950,1884
10927,Q86WC6,815
10928,Q8IZT8,2352
10929,Q6ZQT0,4252
10930,P51970,1555
10931,P10092,1770
10932,Q14586,3256
10933,P0CB47,1278
10934,Q8TE77,2494
10935,Q96E29,1794
10936,P20151,976
10937,P47874,729
10938,P07288,1298
10939,Q9NZM6,11393
10940,Q12849,1788
10941,Q5T7R7,2737
10942,Q9Y5L5,2308
10943,Q8N4W6,8409
10944,Q96RD3,8581
10945,P53801,4705
10946,Q5VT66,1693
10947,Q49AA0,1626
10948,Q9Y5M1,3423
10949,P35548,877
10950,Q96RE7,1777
10951,Q8N4V2,8838
10952,Q8N6N6,594
10953,Q9H2P0,3612
10954,Q06828,1084
10955,Q96EF6,873
10956,Q8TB05,1336
10957,Q0IIN9,2795
10958,C9JJ37,845
10959,Q9UHV9,908
10960,O00483,3156
10961,Q9GZN6,9125
10962,P17931,1174
10963,Q14592,1622
10964,Q969X2,2027
10965,Q86UZ6,2363
10966,Q08AE8,2347
10967,P34130,1490
10968,Q5VTB9,1616
10969,Q8N3P4,2586
10970,Q16385,1833
10971,Q8N865,1886
10972,Q9Y2K7,2492
10973,Q9BUD6,1246
10974,O75593,1492
10975,Q86U90,1886
10976,Q5HYA8,7971
10977,Q8N8U3,2217
10978,P55055,884
10979,B7U540,6475
10980,Q6PCB5,984
10981,Q13772,2948
10982,Q9NTW7,1316
10983,Q9UJX0,1697
10984,Q15303,2015
10985,Q15465,4503
10986,P11171,2021
10987,Q6P1Q9,1690
10988,Q9NX70,2041
10989,Q6IB77,724
10990,O94779,1469
10991,Q8N3F9,9143
10992,O43747,1767
10993,Q9BYG7,702
10994,Q9P021,747
10995,P32970,3064
10996,A0A075B6H9,1457
10997,Q9P035,6598
10998,Q07075,2062
10999,Q9H222,6509
11000,Q9H9T3,1193
11001,Q8NFR7,2354
11002,Q17R89,3118
11003,O95473,5793
11004,Q96BW9,3381
11005,Q8TBR7,7365
11006,P18627,2518
11007,Q53FT3,4216
11008,Q69YL0,1902
11009,P21918,11814
11010,Q9UJY4,1399
11011,Q01362,4736
11012,Q9H2G9,1461
11013,Q8NAT1,2379
11014,Q8N326,3664
11015,Q5FYB1,1203
11016,O15273,2324
11017,Q9BRU9,789
11018,Q6I9Y2,3051
11019,Q99463,8059
11020,P16144,3746
11021,A0PJX2,620
11022,Q8TEV9,1466
11023,Q96ES7,1766
11024,Q02643,9870
11025,Q9UFN0,642
11026,A0A3B3IT52,917
11027,Q6T4R5,2623
11028,Q9Y5X0,1377
11029,Q9BY10,9202
11030,Q92536,10704
11031,Q8N468,9336
11032,A0A075B6K5,1418
11033,Q15459,2722
11034,Q969M3,5895
11035,Q96BU1,1227
11036,P49326,3352
11037,Q8IVU1,1694
11038,P10253,3024
11039,Q6ZSY5,3644
11040,Q96I24,1473
11041,O94989,1014
11042,Q9NX58,655
11043,Q8IVT5,1261
11044,Q9UH77,1988
11045,Q9H7Z7,1404
11046,A0A075B6J1,1339
11047,O15529,7806
11048,Q9BUP3,806
11049,A0A0C4DH28,1396
11050,Q86UN3,1565
11051,P32780,1355
11052,P35789,1434
11053,Q9Y5Y4,7482
11054,Q92522,432
11055,P04554,716
11056,Q5SY13,461
11057,P16150,3513
11058,O00124,3799
11059,Q96ER3,1229
11060,A6NGK3,612
11061,Q9P0K9,3870
11062,Q9H9Y4,1587
11063,Q96P26,1835
11064,A0A087WVF3,2635
11065,O14804,8147
11066,B4DX44,2908
11067,Q9Y2Q9,1392
11068,Q9GZT8,782
11069,Q5JVG2,1303
11070,Q9UMR5,2348
11071,P51582,7090
11072,Q96G03,434
11073,P31276,1121
11074,Q14974,977
11075,O43790,2358
11076,O14810,1311
11077,Q9BYJ0,1465
11078,P55082,6112
11079,P32019,1489
11080,Q8NAX2,2492
11081,Q7Z4G4,1264
11082,P46940,2465
11083,A6NER3,666
11084,P00915,445
11085,Q96KP4,1023
11086,P0C7N8,7500
11087,Q30154,2145
11088,Q6DN12,8397
11089,Q9HB71,1166
11090,Q9P2P1,6508
11091,Q96N95,2293
11092,P29377,229
11093,Q9NZU0,2150
11094,Q6UWQ7,1456
11095,Q9NQ31,2153
11096,P30626,1784
11097,P0CG23,1036
11098,P28069,1493
11099,P82094,2300
11100,P09919,1622
11101,Q6ZST2,1212
11102,O95498,2123
11103,A6NNC1,2628
11104,Q96BY2,1951
11105,Q3SY56,1636
11106,Q9BWE0,2826
11107,Q9UQ49,1002
11108,Q9BYH8,1772
11109,Q9Y2R5,1382
11110,Q6S8J7,2082
11111,P30154,1184
11112,Q14790,522
11113,P60763,648
11114,Q3SYA9,1148
11115,Q9NQ25,2219
11116,O76071,820
11117,P0DN80,7557
11118,P0CG37,2534
11119,P0C7M4,1145
11120,Q8IZ81,2022
11121,Q5YKI7,1903
11122,P14784,2400
11123,Q8ND07,1687
11124,O75578,2848
11125,Q9HB65,3945
11126,A0A087WSZ9,1652
11127,Q96PE5,2052
11128,Q5T5S1,3054
11129,O43155,2385
11130,Q495D7,2272
11131,Q8NBJ5,1453
11132,P62955,6390
11133,A8MU93,349
11134,Q5SV97,4678
11135,P01570,1713
11136,Q9NWH7,990
11137,Q9UIG0,2088
11138,Q13606,7336
11139,A0FGR8,3435
11140,P07101,1082
11141,Q8TCT7,10870
11142,Q96H78,7372
11143,Q9Y617,1140
11144,O75381,2157
11145,Q9H342,10412
11146,Q9HCJ1,9923
11147,Q96Q91,11080
11148,Q8NGT7,7526
11149,Q10469,1849
11150,P13612,3137
11151,O43633,2439
11152,Q9Y603,864
11153,Q9HCK5,814
11154,Q8NEM7,4951
11155,Q9BXA7,1938
11156,Q53GS7,1576
11157,P0C604,8147
11158,Q9NRW1,1511
11159,Q99259,4862
11160,Q9ULX6,2932
11161,Q8TCU3,10692
11162,Q8TDS5,7242
11163,Q6IMI4,440
11164,Q9NUQ7,1533
11165,Q6UXU0,1444
11166,A6NFA0,3237
11167,Q6ZNM6,1230
11168,Q08554,2500
11169,Q7Z5L3,1514
11170,Q6KB66,2367
11171,Q9BV94,2614
11172,P98153,2089
11173,P09110,1150
11174,Q9NP86,775
11175,O95249,1679
11176,A6NHN0,2293
11177,Q9NYF3,1027
11178,Q9UN71,2436
11179,Q14155,2084
11180,O43169,2222
11181,Q96SW2,1638
11182,O14757,3586
11183,Q6NXP0,3092
11184,Q9Y3Y2,791
11185,Q9UI17,1934
11186,Q96AJ1,1845
11187,A0A1W2PP81,3074
11188,Q9UBV2,4328
11189,Q14627,2910
11190,Q13148,1466
11191,Q8IUK5,3755
11192,Q02045,1118
11193,Q63HQ0,1440
11194,P57078,2750
11195,P12524,1307
11196,Q9H4E7,1310
11197,P23921,993
11198,Q7L0J3,10065
11199,Q86VQ3,1348
11200,Q86Z14,2277
11201,E2RYF7,1394
11202,Q9BX70,3429
11203,P24928,2505
11204,Q9BQI5,2138
11205,A6NDZ8,1652
11206,Q9NP92,1075
11207,P09104,398
11208,Q6ZUX7,5744
11209,Q96DU7,1541
11210,A0N4X2,1323
11211,Q14141,1108
11212,P61247,652
11213,Q96A05,1840
11214,Q9NP79,1630
11215,Q9UKS7,2763
11216,Q7Z5A4,2489
11217,O43196,1950
11218,A4D2P6,1712
11219,Q8NBF6,1633
11220,Q2KJY2,2482
11221,O75342,2165
11222,Q7L775,1030
11223,Q14814,2005
11224,Q7RTT5,1543
11225,Q8IYP2,3411
11226,Q96F63,1143
11227,Q8TCY0,2504
11228,Q9NPC6,2188
11229,P57087,2300
11230,Q7RTU1,2922
11231,Q8NEA4,1874
11232,Q5TA78,375
11233,O14964,1185
11234,Q9BQ31,7997
11235,O75356,1419
11236,Q8NGY0,8839
11237,Q3ZCQ8,3768
11238,Q7Z2F6,3120
11239,Q9BV57,1053
11240,Q6ZNA5,7031
11241,Q5VW38,8971
11242,O43182,1709
11243,Q70JA7,2111
11244,Q9UIJ7,1425
11245,Q96A11,1994
11246,Q9UKR3,1864
11247,A0A075B759,309
11248,Q92481,4396
11249,Q7L5Y6,3398
11250,A6NJZ7,2190
11251,A6NCQ9,2649
11252,Q8TF01,1860
11253,Q05925,2077
11254,Q6ZN66,848
11255,Q5TA50,1351
11256,Q9BZW8,2334
11257,Q7L985,2632
11258,O14958,1842
11259,Q8NB15,2697
11260,Q58HT5,5454
11261,Q86TE4,1245
11262,Q02086,2465
11263,Q13835,914
11264,Q6ZUT4,2175
11265,Q96HL8,1945
11266,Q9BQE6,2133
11267,Q16795,2021
11268,Q96QB1,1828
11269,Q66K74,997
11270,Q96SZ5,668
11271,P81172,1856
11272,P0CZ25,947
11273,A8MYA2,1505
11274,Q9H8J5,2350
11275,Q8NGL1,7365
11276,Q86TS9,1278
11277,Q8NET5,1741
11278,Q9Y3B8,951
11279,O14569,7260
11280,Q9BTM9,563
11281,Q96MD7,1954
11282,O95711,1723
11283,Q8TAT5,1753
11284,A6NMK8,1190
11285,Q13362,1944
11286,P17676,1932
11287,A0A0B4J2A2,299
11288,P18545,1530
11289,P19883,1250
11290,A0A0B4J249,1846
11291,P61086,1340
11292,Q13404,676
11293,Q99729,632
11294,P46439,829
11295,P0CJ72,840
11296,P01772,3350
11297,Q02509,3196
11298,Q15075,1252
11299,Q96SL8,1407
11300,O15111,1443
11301,Q16568,1463
11302,Q7Z7L1,910
11303,Q8N9K5,2547
11304,O75829,2337
11305,O15105,2406
11306,Q96QU8,2006
11307,Q5SQS8,2056
11308,P51151,569
11309,Q13410,2235
11310,Q9UKF6,1417
11311,Q9NUI1,3356
11312,Q96FV9,968
11313,P01766,3066
11314,Q15061,2198
11315,Q9UBM8,2948
11316,Q9UNX4,1972
11317,Q9BZA5,1458
11318,O75197,2281
11319,Q9C029,2092
11320,Q8IUR7,1828
11321,F5H4A9,4566
11322,Q00444,690
11323,P04150,2918
11324,Q9Y3A4,1020
11325,Q9H1B7,1348
11326,Q16540,2226
11327,Q9UPR3,1602
11328,Q7Z7N9,4780
11329,Q9BSH3,1675
11330,Q9Y4G2,2253
11331,Q5K651,918
11332,Q9BQP7,2116
11333,Q86X02,2941
11334,Q1A5X7,2343
11335,Q9UGQ2,6081
11336,A0A0B4J275,1537
11337,P10643,993
11338,Q8WTR7,1397
11339,P00450,1574
11340,Q13438,2309
11341,P49736,1666
11342,Q96M20,4964
11343,Q15049,7676
11344,A0A494BZZ5,937
11345,Q02535,1890
11346,Q96DM1,713
11347,P20794,760
11348,Q8IY34,10430
11349,A1A5B4,10354
11350,Q96M34,1759
11351,Q5VIY5,2461
11352,P0DM35,813
11353,Q9NR90,5407
11354,Q8WVK7,2931
11355,Q6PP77,10797
11356,Q9P1Z0,3443
11357,Q9H1C3,2091
11358,Q8N9H9,4330
11359,Q5T6X4,2710
11360,Q9BZ72,3245
11361,O75815,976
11362,Q9BQQ3,1007
11363,P42677,821
11364,Q9BVW5,887
11365,Q6R6M4,3584
11366,Q9H6E5,1519
11367,Q9UBN4,12043
11368,P06753,2583
11369,P84022,698
11370,O00534,913
11371,Q6ZRF7,1370
11372,A6NJ46,1201
11373,Q8WV07,935
11374,Q8NEX6,2205
11375,P35372,8044
11376,Q9BXT6,1879
11377,O75140,2772
11378,P23510,2202
11379,P23276,2458
11380,Q7L211,6314
11381,Q86V25,2583
11382,O75626,2615
11383,A4D2H0,3716
11384,P35414,8545
11385,Q99932,1740
11386,Q96JN2,2172
11387,Q12901,1452
11388,Q8TC59,1055
11389,Q8WXH4,3363
11390,Q9C0I9,2848
11391,Q6W0C5,1404
11392,P47928,3883
11393,Q9UKJ5,1827
11394,B3GLJ2,1719
11395,Q29983,1853
11396,Q9BSF8,1027
11397,Q8N9G6,968
11398,Q96S44,1823
11399,O75154,1782
11400,Q9BXU2,3884
11401,Q9BZM6,3209
11402,Q86XK2,1369
11403,Q9H8G2,1918
11404,Q8NGA6,7895
11405,Q6ZRI8,2473
11406,Q8IYI0,811
11407,A1A580,1233
11408,P0DTE0,9656
11409,O95936,1347
11410,Q8IYK8,906
11411,Q9UBC3,1264
11412,Q9C0K1,8547
11413,Q96FX2,745
11414,Q9UEE5,945
11415,P47900,7508
11416,P30550,9116
11417,A6NHZ5,1237
11418,D6RF30,1591
11419,Q9Y4K1,3430
11420,Q9Y6R1,12347
11421,Q96QZ7,1156
11422,Q96SB3,2077
11423,P04839,7252
11424,Q9BSE4,4801
11425,O00291,963
11426,P47914,1312
11427,O60565,1292
11428,Q8TC71,2795
11429,Q12929,2626
11430,Q96DA2,981
11431,Q9UKI9,1013
11432,O95922,1190
11433,Q8TD17,2013
11434,Q6UX72,1547
11435,P26440,1779
11436,P51810,8267
11437,P27986,835
11438,P22626,412
11439,Q9Y3L3,1889
11440,Q70CQ3,3337
11441,Q01955,3091
11442,Q92859,1959
11443,Q7Z7B8,2689
11444,Q9Y4K3,2700
11445,O75618,975
11446,Q16581,8492
11447,Q92681,1499
11448,Q9H3V2,5162
11449,Q86SZ2,1783
11450,H3BUK9,1434
11451,P00491,1303
11452,Q6ZUM4,1275
11453,P47902,1116
11454,Q96HU8,749
11455,O60573,953
11456,Q9NR45,695
11457,Q8WVF2,1640
11458,Q9C0K3,3458
11459,P39210,4926
11460,O00287,922
11461,Q8IWF2,1799
11462,Q96J87,1468
11463,Q9NU23,1244
11464,Q9UBC1,839
11465,A6NJ78,3047
11466,P07498,1791
11467,P59282,451
11468,Q96CF2,1996
11469,Q9H8E8,2698
11470,Q86XI8,1511
11471,Q9H4P4,1037
11472,Q8N907,2148
11473,P0DTE2,1970
11474,O14594,2096
11475,Q8NGB8,8575
11476,Q70CQ1,1548
11477,P15088,1227
11478,Q9BTC0,1326
11479,Q9UNW9,2384
11480,P16581,1468
11481,Q9UBB5,1624
11482,P51812,1242
11483,Q4G0W2,490
11484,Q96DA0,1280
11485,P10696,1852
11486,P60371,1662
11487,P29017,2201
11488,Q9NYS0,620
11489,Q16595,1115
11490,P12081,2447
11491,Q8N7I0,3790
11492,Q8WXH6,1840
11493,Q96DC8,2575
11494,Q9UKK3,1645
11495,Q8TDF6,788
11496,A6NDL7,1633
11497,P49913,2116
11498,Q6PI77,2159
11499,Q96JN0,833
11500,Q7Z7A4,1085
11501,Q8N9F0,4498
11502,Q9BT43,1911
11503,Q6RFH5,1022
11504,O43396,586
11505,P63136,1845
11506,Q9BXT4,2236
11507,Q96S52,4222
11508,Q9Y3N9,7585
11509,A0A096LP55,370
11510,Q6PEW0,1390
11511,Q96MH6,7534
11512,A6NCJ1,1830
11513,P40937,997
11514,P56199,2555
